headline	dominant_emotion
Sport shorts: Juventus sign Matthijs de Ligt and Lando Norris urges Lewis Hamilton to ‘stick around’ in F1	1
Subtle Hints That It May Be Time to Clean Your Car	1
Syrian woman's 2,200-mile journey to 'save' her daughter	1
That Iconic Photo of Shrek's Head Carved Out of a Melon Needs Revisiting	1
The David & Sharon Johnston Centre for Corporate Governance Innovation Established at the University of Toronto's Rotman School of Management	1
The History Of Humankind Proves Masculinity Is A Powerful Positive Good	1
The New Republic Continues Expansion with Editorial Hires	1
The Right to a Stable Climate Is the Constitutional Question of the Twenty-first Century	1
The Tenants’ Rights Movement Is Expanding Beyond Big Cities	1
The richest country in the world	1
There Is Still Time for Diplomacy With Iran	1
Top law firm increases salary for junior solicitors to £100,000	1
Trump Asks Wisconsin to Help Elect Him Again in 2020	1
Trump approval rating dips to 44 percent: poll	1
US To Test New Missile After Termination Of Reagan-Era INF Treaty With Russia	1
US intel: Saudi's missile program got help from China	1
Washington state takes aim at measles crisis by hitting vaccine exemptions	1
What Voters Really Want on Health Care	1
Wheeler pledges help for Miami’s water woes but ignores climate change	1
You Can Now See Who's Contributing to 2020 Presidential Campaigns by State	1
'Black Mirror' Season 5 first look has arrived	1
Amazon Offered Job to Pentagon Official Involved With $10 Billion Contract It Sought	1
Beto O’Rourke Plans to Give Minority Americans More Loans	1
Climate Change Is Finally Getting the Attention It Deserved 20 Years Ago	1
Dow rises nearly 200 points at 27,363 -- surpasses July 15 closing record at 27,359.16	1
Egypt election commission says voters have approved amendments allowing President el-Sissi to stay in power until 2030	1
Far-Right Groups Embrace ‘Straight Pride Parades’ to Win Recruits, Media Attention	1
Feinstein to introduce bill raising age to purchase assault weapons after California shooting	1
Fighting for the Right to Repair Our Stuff	1
Jason Rantz Guest Hosting: Antifa Takes over Portland, Blue Checkmarks Cheer	1
Joe Biden brags about past 'civility' with racist former Dem senators—now his 2020 opponents are on the attack	1
Lawmaker Aims To Curb Social Media Addiction With New Bill	1
Local Elections 2019: Row as Scouts do their best to help Tories win	1
Matt Gaetz: 'America First' Means Protecting U.S. Border Before Avenging Japanese Vessels	1
Meghan Markle, Prince Harry didn’t give Archie royal title in hopes for ‘greater chance of a normal life’	1
Method Man Gives Us Some Brilliant Work Advice	1
Nevada Democrats pass bill to restore voting rights of 77,000 people	1
One restaurant's simple approach to fighting food waste	1
Senate Sends $2.7 Trillion Budget Deal to Trump	1
Sudanese activists, army finalize power-sharing deal	1
Trump signs bill ensuring 9/11 victims fund will never run out of money	1
US Economy Adds 164,000 Jobs In July, Unemployment Stays The Same	1
'Forgotten coast': a Florida town fights to rebuild after Hurricane Michael	1
8-Year-Old Boy Saves Sister From Kidnapping	1
A Circus In Germany Is Using Holograms Instead Of Animals To Stop Mistreatment	1
A Parrot Named Freddy Krueger Is Alive And Well After A 4-Year Nightmare	1
Anonymous Donor Gives $25 Million To Childrenand#039;s Hospital Los Angeles	1
As climate change threatens California, officials seek 'sustainable insurance'	1
Businessman Is Donating 10,000 Bikes To Kids Who Walk Miles To School	1
CBS Highlights Mysterious, 'More Moderate’ 2020 Dems	1
Cheese rolling and racing corgis: Monday's best	1
Cher Experiences Brief Moment of Lucidity – Questions Democrats’ Open Border Policy	1
Children make parents happy, after all	1
Community Raises Money To Pay For Elementary School Janitorand#039;s Medical Bills	1
Consumers benefit from Demotech Support of Private Flood Insurance Carriers	1
Countries team up to save the liberal order from Donald Trump	1
Del Potro beats Shapovalov on another rain-hit day at Queen’s Club	1
Despite Trump’s $4 trillion promise, corporate profits are mostly staying abroad	1
Doctors Use Medical Records to Track Down Unvaccinated	1
Dolly Parton Donates $200,000 To Volunteer Firefighters	1
Facebook raising pay and support services for thousands of contractors and content moderators	1
Fed cuts interest rates for first time in a decade: why it matters	1
Free tickets to see Rams and Chargers practice at SoCal training camps	1
Gavin Newsom Opens $50 million Donor Network to Kamala Harris	1
Ghanaian teacher: 'Dancing makes students relate to me'	1
Hawley Plan to Regulate Tech’s Political Bias Tops Policy Ideas Poll	1
Here’s What’s New on (and Leaving) Netflix in May 2019	1
Hillary Clinton Wins Fight for $12 Minimum Wage	1
House Approves “Sweeping” Provisions That Target Toxic “Forever Chemicals”	1
House Democrats Unveil $4.5 Billion Emergency Border Funding Bill	1
House bill would make World Cup funds contingent on equal pay	1
India launches historic mission to the Moon	1
Iran Seizes Multiple Oil Tankers Near Persian Gulf	1
I’ve Spent Decades Talking to Parents About Vaccines. It’s Time for a Change.	1
Jeweller sells £4,250 Meghan Markle nappy-cream lid	1
Johnson heads Tory leadership contest after first round	1
Julian Castro spotlights housing, homelessness at labor forum for 2020 candidates	1
June gold tacks on 30 cents to settle at $1,279.70/oz	1
Kenyan Teacher Who Gives Away 80% Of His Salary To Help His Students Wins $1 Million Prize	1
Let Trump Have His Birthday Party for America	1
MORE WINNING: GM Announces $700 Million Investment In Ohio, Hiring 450 Workers	1
Maine Gov. Signs Bill Allowing Non-Doctors to Perform Abortions	1
Men Notice Elderly Woman Eating Alone, Invite Her To Join Them	1
Micron stock price target raised to $36 from $32 at CFRA	1
NASA Is Offering $18,500 to Lie in Bed for 60 Days	1
Nearly 5,000 People Stand In Rain For Hours To Save Boy With Cancer	1
One year after car crash at the Memorial, Bud Cauley is staging a remarkable comeback	1
RAAF pilots are taught to think of women during bombing operations	1
Review: ‘For the Good of the Game’	1
Saudi Arabia Plans To Let Women Leave The Country Without The Permission Of A Man	1
Scientists in bid to set up a ‘poo bank’ as stool transplants prove to be effective	1
Scientists turn wood into a material that reflects heat, is as strong as steel	1
Smithsonian names Lonnie Bunch III as new secretary, the first African American in the top spot	1
Sudan Military, Opposition Groups Agree To Resume Talks After Strike Suspended	1
Texas church targeted in mass shooting opens new sanctuary	1
Thanks to education, global fertility could fall faster than expected	1
The Rise and Rise of the Turkish Right	1
The Senate just extended the September 11th Victim Compensation Fund through 2090	1
The U.S. soccer team is just one part of a larger wave of female activism	1
Trump gets $2.9 million payday earlier this month from mysterious real estate buyer	1
Trump says he is confident Mexico will enforce new immigration deal	1
UN Bows To U.S. Demands, Waters Down Resolution To Help Survivors Of Sexual Violence In War	1
US Wants 2 Years to ID Migrant Kids Separated from Families	1
Ukraine Election: Comedian Trounces President, Exit Poll Shows	1
Venezuela: Red Cross brokers Maduro-Guaidó deal to allow aid delivery	1
Warren Helped Confirm Clueless Obama Bundlers as Ambassadors	1
Watch Halle Berry KICK A** in a promo video for future Academy Award Best Picture winner ‘John Wick: Chapter 3’	1
We asked all the 2020 Democrats how they’d fix child care. Here’s what they said.	1
White House Economic Adviser Touts Trump’s Help for ‘the Hopeless’	1
‘American Taliban’ to be released from prison Thursday	1
‘Stunning’: Mormon Church decides same-sex couples are no longer heretics — and their children can now be baptized	1
13-Year-Old Boy Buys His Struggling Mom A Car	1
Beyoncé makes black feminism accessible in her Coachella film ‘Homecoming’ — building on the education she’s delivered for years	1
Church Raises $100,000 To Pay Off College Debt For 34 Students	1
Hospital Staff Helps Teens Go To Prom After Car Accident	1
Man Adopts Old Dogs From Shelters No One Else Wants	1
Mick Jagger back on stage three months after heart surgery	1
Rescue crews follow giggles to find missing toddler in Canada	1
6-Year-Old Opens A Lemonade Stand To Take Mom On A Date After His Dad Dies	1
A Celebration Of Nipsey Hussle's Life Takes Place In Los Angeles	1
Barr Is Right: The Trump-Russia Conspiracy Is ‘Bogus’	1
Buttigieg: I'm a capitalist but democracy is 'more important' than capitalism	1
Climate Change Requires Big Solutions. But Baby Steps Are the Only Way to Go.	1
Donald Trump joins Shannon Airport hall of fame	1
Fifteen-year-old Nigerian builds small scale construction machines	1
From Biggie to Kendrick Lamar: outtakes from hip-hop’s most iconic	1
Groups ask court to block ex-felon voting law in Florida	1
Hot Air Balloon Stolen From Indiana Recovered in Florida	1
In upset, Dutch Labour party wins European Parliament vote-exit poll	1
India floods: Hundreds of passengers rescued from train	1
India's Right Wing Tightens Grip As Modi And BJP Set To Sweep Elections	1
Interior secretary will be allowed to meet with former fossil fuel clients starting this weekend	1
Jeffrey Epstein prosecutors aided by ‘excellent investigative journalism’	1
Kim Petras’ New Track Revitalizes a Longstanding Controversy	1
Malaysia To Send 3,000 Tonnes Of Plastic Waste Back To Countries Of Origin	1
Man Lands Job After Officer Gives Him Ride To Interview Instead Of Ticket	1
Medicare for 64-Year-Olds Is a Step Toward Medicare for All	1
Meghan Markle Had Very Specific Photography Standards for Her Guest-Edited British Vogue Issue	1
Notre Dame Celebrates First Mass Since Fire Destroyed Parts Of Iconic Church	1
Pat Gray: We are one step closer to '1984'	1
People Are So Floored By Blue Ivy’s Singing on Beyonce’s Surprise Album Homecoming They’re Joining the Ivy League	1
Personalized gene-edited immune cell therapy for patients with solid cancers: New data establishes approach for verifying patient-specific cancer mutation targets	1
Police Officer Checks On Elderly Woman, Then Mows Her Lawn	1
Real-life Spider-Man scales 15 floors to save mother from fire	1
SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Boston Scientific Corporation - BSX	1
Sarah Huckabee Sanders is getting a going-away party from the very reporters she lied to nonstop	1
Single Momand#039;s NASA Internship Gets Funded By Strangers	1
Ten Things You Need to Know Today: Saturday 30 Mar 2019	1
The Outsize Imagination of Orson Welles	1
The Queen makes kings of Spain and Netherlands Knights of the Garter	1
The new, crucial role the California primary could have in 2020, explained	1
Trump Administration Drafting Plan to Allow Drug Imports from Canada	1
Trump Masterfully Navigates 'Send Her Back' Controversy	1
U.S. Mercenaries Arrested in Haiti Were Part of a Half-Baked Scheme to Move $80 Million for Embattled President	1
Underdog 'Reggae Girlz' Make History at Women's World Cup	1
What the Space Age taught us: Earth is the best planet out there	1
When Christians Are Under Attack, Muslims and the Left Need to Defend Them	1
White House Announces $16 Billion In Aid To Farmers Hurt By China Trade Dispute	1
World War One fanatic's collection of bombs and shells is set to fetch £5,000 at auction	1
As Washington State Bans Fracking, Sanders Calls for Nationwide Ban	1
British Prime Minister Johnson promises a bold new Brexit deal	1
Donald Trump should be thrilled that House Democrats are getting his tax returns	1
French tycoons show competitive streak over Notre Dame aid	1
Here’s How Many Assault-Style Weapons Have Been Returned In New Zealand	1
Here’s Why There Was A Flying Tortilla During the National Championship	1
Kamala Harris responds to Alabama abortion ban by raising $160,000 for pro-choice groups	1
Michael Bennet knows what’s wrong with America	1
Public options key to reviving US middle class	1
Trump order to make medical service costs more transparent	1
Turkish opposition leader safe after attack at soldier’s funeral	1
U.S. Women’s National Soccer Team Beats England, Advances to World Cup Final	1
Girlfriend of man accused of luring girl into abandoned home says he is caring	1
Nadler: Mueller probe already proved there was collusion between Trump camp and Russia	1
Robert Francis 'Beto' O’Rourke: El Paso Safe Because of Immigrants, Asylum Seekers	1
A Rosé by Any Other Name: Welcome to Duty Free	1
Ask for Jane: Meet the Underground Feminist Group That Provided Abortions Before Roe v. Wade	1
BAHAHA! Eric Swalwell talking smack about Barr and how they will ‘hold Trump accountable’ is even FUNNIER now (watch)	1
Barr confirms key Mueller finding: Trump directed a criminal scheme to violate campaign-finance law	1
Because Mueller Found No Collusion, Trump Should Pardon Michael Flynn	1
Before AOC, There Was the SPD	1
Bernie Has Opened the Door for Democratic Socialism	1
Beto 2.0: Campaign hires Obama MVP for delegate hunt	1
Canvassing the 55 Percent of Rural Voters Wanting Medicare for All	1
Chelsea Clinton Received $300k As An IAC Board Member - For Attending Just SIX Meetings	1
Commander-in-Chief Picks Flatterer-in-Chief for Fed Board	1
Doctors find differences in brains of U.S. diplomats who alleged mystery attacks in Cuba	1
Douglas MacKinnon: Iran decision is Trump's most 'presidential' moment (so far)	1
Escape reality with these delightful old-time thrillers. You’ll forget 2020 is almost here.	1
Fmr. Notre Dame Chief Architect: Ancient Oak Doesn’t Burn Like That	1
Gabbard on Dem Debate: Lack of Minutes, Treatment by MSNBC Moderators 'Shows a Clear Bias in Place'	1
Golf: Bethpage Black turns into beast in windy final round at PGA	1
High-Income Households in High-Tax States Were Big Winners in GOP Tax Overhaul	1
House panel approves bill to sanction foreigners for election interference	1
Introducing the Anxiety Hour: a Mental Health Podcast from VICE	1
Iran’s Attempts To Start Talks Reveal Trump’s Strategy Is Working	1
It’s Trump’s Fourth of July Now	1
Joe Biden Courts Blue Collar Voters, Says 'I Am a Union Man': Reason Roundup	1
Joe Biden Just Offered a Peek at His Health Care Plan. We Have a Bunch of Questions.	1
John Solomon: Top Prosecutor Has Proof Ukraine Colluded with Hillary Campaign in 2016 Election	1
Judiciary Committee focuses on Mueller report with pundit panel	1
Lawmaker Skipping Time Off for Cancer Recovery to Block Anti-Abortion Bill: “I Wouldn’t Be Able to Live With Myself”	1
Live in the ‘here and now,’ even in traffic court, says Rep. Ben Cline	1
Ministry Of Truth: EU Takes A Bashing Over Orwellian 1984 Tweet	1
Most-active gold futures end the month about 2% higher	1
Poll: Immigration overtakes health care as top issue for voters	1
President Trump scraps latest sanctions against North Korea because he 'likes' Kim Jong Un	1
Proof: YouTube Corrects Alex Jones Results After Infowars Calls Out Gamed Algorithm	1
R. Kelly protegee says she's ready to testify against him again as new alleged underage sex tape surfaces	1
Rep. Ro Khanna on WH Security Clearances, Ending Support for the Saudi War in Yemen, and Venezuela	1
Senate Passes 2-Year Budget Deal And Sends It To Trump	1
Spurs are home: Tottenham’s new era starts at £1bn stadium - reactions, videos and tweets	1
The 25 Most Influential People on the Internet	1
The Decathlon: F1 rivals Hamilton and Bottas have mutual respect, Gatland to lead Lions, EPL title predictions	1
The Welfare State They Were In	1
U.S. Rep. Ocasio-Cortez ‘encouraged’ despite Senate rejecting ‘Green New Deal’	1
US resident freed by Iran to Trump: 'Get back your hostages'	1
WOW! Trump Hauls In Whopping $25 Million on Launch Day For Re-Election Campaign	1
Warren’s Manufacturing Plan Echoes Trump’s ‘America First’	1
What Caster Semenya’s case means for women’s sport	1
Winning Socialism Is About Winning Freedom	1
Wirecard spikes on report SoftBank is considering an investment	1
[non-NRSRO] SoftBank Corp. A mobile telephone terminal Credit Trust Series 2019-3 -- Moody's assigns definitive rating to SB's handset receivables ABS	1
A Democrat on the Judiciary Committee Said “Impeachment”	1
AbbVie to acquire Botox maker Allergan for $63bn	1
Another judge blocks Trump admin from ending protections for Haitian immigrants	1
British Royals Meghan and Prince Harry’s Instagram Account Has Broken a Record	1
Conway Takes Aim At Biden's New Candidacy: 'He's The Frontrunner!'	1
DC Comics Sends Cease And Desist Over Alexandria Ocasio-Cortez Comic Book Cover	1
Daily Kos Democratic Straw Poll: May 14 edition	1
Democratic presidential candidate says his party has to 'draw a clear line': 'We are not socialists'	1
Devin Nunes’ 2020 Reelection Bid May Have Just Gotten a Lot Easier	1
Elizabeth Warren Just Unveiled a Plan to Close the Racial Wealth Gap	1
Ethiopia, AU float proposal for peace in Sudan	1
Fed is prepared to act to save U.S. economy from trade war, Powell says	1
Federal Subsidies for Insured People Under Age 65 Will Total $737 Billion This Year: CBO	1
Female footballers grab the world’s attention — finally	1
Free Speech on Campus Is Doing Just Fine, Thank You	1
GOP Releases New Video Highlighting 'No Collusion' Newspaper Headlines	1
Gold-plated golf clubs and birthday bashes: How Abe courts Trump	1
Haru Coryne to Join ProPublica Illinois as Data Reporter	1
Help each other, pope tells prisoners at foot washing rite	1
Here’s the ‘gaping loophole’ in federal law that Russia and other countries can exploit to legally influence the 2020 election	1
IMF gives Mozambique $118 million for Cyclone Idai rebuilding	1
IRS Eases Penalty for Taxpayers Who Paid Too Little	1
Ilhan Omar’s campaign finance/tax issues just shifted gears	1
Impeachment and environmental activist Tom Steyer announces presidential bid	1
Investments Limited Bullish on South Florida Real Estate	1
It’s a Winner-Take-All World, Whether You Like It or Not	1
Joe Biden Bets on Being the Anti-Trump Candidate	1
Kamala Harris and Donald Trump Unite to Defend the Imperial Presidency	1
Kentucky Legislature Passes Bill Stripping Grimes of Authority Over State Board of Elections	1
Kyrsten Sinema and Mike Gallagher are still the fastest members of Congress	1
Labor and Management Have Nothing in Common	1
Lawmakers Introduce a Bipartisan Bill to Fix the IRS	1
Libya's Sarraj calls for elections in 2019 to end war	1
Little Caesars is the latest chain where you can try out meatless meat	1
Mad magazine to come off newsstands, largely end publishing new content	1
Mark Levin’s ‘Unfreedom of the Press’	1
Mexico’s Government Still Foolishly Thinks It Can Reason With Trump	1
More Chinese fentanyl may stay out of the US under a new bipartisan bill	1
National Express Group PLC -- Moody's announces completion of a periodic review of ratings of National Express Group PLC	1
Newly Released Files Document the FBI's Participation in the Hunt for Bigfoot	1
One Small Step for a President, One Giant Leap for Pyongyang	1
Originality And Uncertainty Still Reign As 'Black Mirror' Enters Its 5th Season	1
POLL: Democratic Women Okay With ‘Handsy’ Joe Biden	1
Paul Mpagi Sepuya Mines the Queer History of the Portrait Studio	1
Pete Buttigieg: Trump immigration approach backward	1
Pinterest's stock jumps 7.0% ahead of Q1 results due after the close	1
Premier League transfer news: Rodriguez, Maguire, Asensio, Sane, Felix, Perisic	1
Presidential candidate Beto O'Rourke releases LGBTQ+ Equality plan	1
Princess Charlotte’s Adorable 4th Birthday Photos Are Here to Help You Celebrate the Passage of Time	1
RNC Chairwoman 'personally' supports rape, incest exceptions to abortion bans	1
Rapper T.I. wants to form the ‘Avengers’ of black investment	1
Read Bernie Sanders’s 2019 Medicare-for-all plan	1
Republicans’ new smear of Rep. Rashida Tlaib can be easily fact-checked	1
SCHAEFFER: The Greco-Persian Wars. Introduction: The War That Saved The West	1
Sausage King and Queen Take Stock	1
Scouted: Get 25% Off Scouted Readers Favorite Bags at Dagne Dover — and Some New Arrivals	1
Selma Blair says she’s getting 'seemingly sicker' with MS in Instagram post	1
Senate Republicans feel ‘urgency’ to do something about health care — again	1
Solitary confinement isn’t effective. That’s why New Jersey lawmakers are trying to restrict it.	1
Study: Peppermint Helps the Meal Go Down	1
TAC Bookshelf for the Week of July 29	1
The Best Brexit Strategy Is to Leave First, Then Deal	1
The Coming-of-Age Tale That Inspired Mayor Pete to Learn Norwegian	1
The Cooking Cartoonist: Guilt-Free Ways to Prepare Octopus	1
The Fight for a Green New Deal Can Start With Your Union Contract	1
The Latest: Bahrain FM gives interview to Israeli TV channel	1
The Surprising History of the Standard Deduction	1
The Trade Secret: Firms That Promised High-Tech Ransomware Solutions Almost Always Just Pay the Hackers	1
The Week Beyond Mueller and Trump	1
The Weird World of Vegan YouTube Stars Is Imploding	1
Theresa May plans ‘new and improved’ Brexit deal	1
This Celebrity Friendship Makes So Much Sense When You Realize It’s Stranger Things Season 3 Come to Life	1
Tlaib Tweets ‘Happy Passover’ Picture With Loaves of Bread	1
Trump Administration Wants More Health Care Price Transparency	1
Trump And Xi Agree To A Potential Trade Truce — With Conditions	1
Trump Gives Netanyahu Part of Syria to Boost Israeli Leader’s Flagging Reelection Campaign	1
Trump Hails African-American Contributions to America Amid Battle With Black Critics	1
Trump Lauds Departing Press Chief Sanders as ‘Special Person’ for Doing ‘an Incredible Job’	1
Trump Mulls Another Tax Cut for the Rich: Report	1
Trump was winner coming out of Mueller hearings, Rep Steube says	1
Trump's campaign tries to clean up his foreign dirt comments a little, but he's not helping	1
Trump’s made-for-TV moment in North Korea	1
U.N. waters down resolution on sexual violence after threat of U.S. veto	1
Uncle Sam offering $1K to people who adopt untrained wild horse or burro	1
Watch cellist Yo-Yo Ma play for harmony at the US-Mexico border	1
Welfare Money Is Paying for a Lot of Things Besides Welfare	1
What to Cook: What to Cook This Week	1
When One Person on a Date Is Just There for the Free Food	1
White House says Trump spoke to Libyan commander Haftar on Monday	1
Winners and Losers from the GOP Tax Cuts This Year	1
With Mueller Time a Flop, Dems Run to Plans B and C	1
Your Kids Will Never Love Their Siblings Exactly the Way You Love Them	1
“We’ve Got People:” Ryan Grim on the Democratic Party, Nancy Pelosi, and 2020 Campaign	1
Donald Trump’s new last ditch dastardly plan to save himself	1
Drug Dealers Tell Us How to Spot a Sucker	1
Facebook will never strip away Mark Zuckerberg’s power	1
Ilene Chaiken: We’re Proclaiming Ourselves on ‘The L Word.’ That’s a Huge Part of Our Struggle and Celebration	1
Joe Biden Invites Children on Stage, Jokes About Hair-Sniffing Scandal	1
Lyon bomb suspect had pledged allegiance to IS	1
Rand Paul Offers To Buy Ilhan Omar Ticket To Somalia So She ‘Might Come Back And Appreciate America More’	1
She Was Loyal to Chris Christie. Now She Faces Jail Time for Bridgegate.	1
Sophie Turner Discusses Kit Harington Making More Money Than Her on Game of Thrones	1
TIME Picks Christine Blasey Ford as 'Influential,' Kamala Harris Pens Puff Piece	1
Taylor Swift's Fans Boo Kamala Harris Over Braun Fundraiser	1
The White House Sent the Weirdest Flag Day Tweet—and the Internet Can’t Stop Laughing	1
The killer, the piglet, and other nicknames Chinese shoppers are giving luxury handbags	1
Trump Issues Executive Order Requiring All Govt Agencies to Provide Records on “Number of Citizens and Non-Citizens in Our Country”	1
White House releases photos of Trump, Rush Limbaugh playing golf	1
a Contentious, Constructive Debate on the Media and Political Humiliation from the Mueller Report	1
‘Great, NOW the GOP is makin’ it rain’! AOC quick to blame Repubs for flooding, gets SCHOOLED on how weather works	1
16-Year-Olds Want a Vote. Fifty Years Ago, So Did 18-Year-Olds.	1
2020 candidates’ 404 pages, ranked by cringe factor	1
A Generation Is Learning How to Strike	1
A Senator Wants to Have a Greater Impact. So He’s Leaving the Senate.	1
A U.S. Marine Looks Back at Fallujah	1
ADW Capital Demands Public Strategic Alternatives Process, Announces Its Own Public Investor Meeting to Discuss the Mismanagement of Select Interior Concepts and Encourages All Investors to Refrai...	1
Acting Defense chief says he'll 'look into' reported request to move USS McCain out of Trump's sight	1
Activists Are Actually Trying to Get Rid of Straw Emojis Now	1
Amanda Knox Returns To Italy For First Time Since Being Freed From Prison In 2011	1
Biden unveils health plan doubling down on the Afforable Care Act	1
Check out the LSWA's Class 5A All-State Boys and Girls Basketball teams	1
Congressional Leaders to Start Budget Talks with White House Next Week: Report	1
Cooking, Dancing, Hoping: A Day in the Life of a Smorgasburg Food Stall	1
Dear Pepper: Trouble with Two Friends	1
Drivers Can Get Cheaper Collision Car Insurance Following The Next Tips	1
Europe’s Future Will Be Decided in North Africa	1
Extraterrestrial Enthusiast Trains to Free Aliens From Area 51 With the Essential Workout Routine	1
Faced with ‘electability’ question in 2020, women point to 2018 wins	1
Federal Judge Upholds Trump Short-Term Health Plan Expansion	1
Federal Reserve lowers interest rates for the first time since the 2008 recession	1
From Coldplay private shows to Ronaldo’s yacht, here’s how Crazy Rich Indians holiday	1
Ginni Thomas Plans New Conservative Supergroup to “Protect President Trump”	1
Gun control could finally have its moment in Virginia	1
Here are the actual quotes from Mueller’s report in Bill Barr’s summary	1
Hollywood Writers Attempt Life Without Agents	1
Hours after mass escape, migrants chant for food, freedom	1
Huckabee Says Sarah Sanders Running for Governor 'Could Happen'	1
Ida B. Wells Society and ProPublica Announce the 2019 Data Institute	1
If Classrooms Are “Free of Politics,” the Right Wing Will Grow	1
Illinois Becomes 11th State to Legalize Weed	1
In Space Jam 2, LeBron Should Play for the Monstars	1
India election 2019: Oldest voter explains why it's important to vote	1
Israel’s Netanyahu Set to Win Fifth Term After Vow to Annex West Bank	1
Istanbul vote rerun tests Turkey’s democracy	1
Jay Inslee has a radical plan to phase out fossil fuel production in the US	1
Kellyanne Conway just did it again	1
Kim Jong Un Accepts Trump's Invitation To Meet At DMZ	1
Lula Is Innocent. Free Him Now.	1
Meet the trainer to royals, rulers and billionaires	1
Netflix vows to work with ACLU in fight against draconian Georgia anti-abortion law	1
New York Lawmakers Advance Bill to Provide Congress With Trump’s Tax Returns	1
Nike fiscal Q3 rev. $9.6 billion, in line with expectations	1
Obama honors 'American statesman' Richard Lugar	1
Orange chief Richard acquitted in long-running fraud case	1
POLITICO Playbook: How will Trump’s race drumbeat play in 2020	1
Peruvian President Vizcarra proposes early legislative elections	1
Republicans Plan to Rig Elections for a Decade	1
Right-Wing Supreme Court Gives Green Light to Partisan Gerrymandering	1
Scouted: You Can Get SodaStream’s Soda Maker Today on Amazon for Less Than $60	1
Sen. Elizabeth Warren introduces $1.2 trillion plan to tackle student debt	1
Starting with a Mexican charro suit, this police department hopes to better connect with Latinos	1
Ted Cruz and Alexandria Ocasio-Cortez Join Push for Over-the-Counter Birth Control	1
Ten Things You Need to Know Today: Sunday 21 Jul 2019	1
The Ethical And Moral Arguments Against ‘Throwaway Culture’	1
The Hills Have Eyes: Nü Beginnings	1
The Rundown: Updates on NFIP, online sales tax collections, Medicaid and more Louisiana politics news	1
These Artists Want to Blow Up the Whole Financial System	1
To Rein in Medicare Costs, Trump Admin Wants to ‘Radically Elevate’ Primary Care	1
To Spike Or Not To Spike, That Is The Question! New Refreshers And Dim Sum Arrive At P.F. Chang's April 11th	1
Trump Offers Netanyahu Part of Syria to Boost Israeli Leader’s Flagging Re-Election Campaign	1
Trump says he didn’t fire Mueller because he saw what happened to Nixon	1
Trump's labor secretary insists sweetheart deal for billionaire predator was for the best	1
Trump: Illegal immigrants in sanctuary cities would make ‘Radical Left’ happy	1
Tucker Carlson Advising Trump Not to Attack Iran	1
Two very different executions show the Supreme Court’s anti-blackness and Islamophobia	1
US to send asylum seekers back to dangerous part of Mexico	1
Until Recently, I’d Never Seen Another Black Hunter Depicted in Pop Culture. When I Finally Did, It Hit Very Close to Home.	1
Viral Search Helps Woman Find Man And Child She Photographed Before Notre Dame Fire	1
Washington, Montana, Vermont top new list for most UFO sightings	1
What to expect at the second Democratic presidential debate	1
What’s Fact and What’s Fiction in Fosse/Verdon Episode 3	1
What’s New in Bernie Sanders’ New Medicare for All Plan	1
Women's World Cup 2019: Fans react to US vs Netherlands final	1
[non-NRSRO] SoftBank Corp. A mobile telephone terminal Credit Trust Series 2019-3 -- Moody’s assigns definitive rating to SB’s handset receivables ABS (Japanese)	1
‘It Was a Startling and Terrifying Experience Running Into That Burger.’ Meet the Man Behind the Internet’s New Favorite Mystery	1
"The Weakness of the ""Whiteness"" Literature"	1
'The Git Up' Is the Next Viral Country Rap Song	1
A Former Prosecutor Explains How Jussie Smollett Could Still Be Charged	1
A Tale of Two Surveillance States	1
AOC Has Some Advice For Parents	1
Amazon Prime Day and the psychology of sales, explained	1
Baton Rouge Police provide update on arrest in killing of civil rights activist	1
Beto Wants to Be Our First Punk President	1
Bloomberg: Huawei Equipment In Italy Had Security Backdoors	1
Britain’s Tories Bravely Put Party Before Country	1
Buttigieg defends experience: 'Anybody of any age can do a good job'	1
CarComputerExchange.com Announces a Record Breaking Month	1
Chicago in a Single Tweet, and News From Elections Around the State	1
DNC raises the bar for Democrats to qualify for third primary debate	1
Democrats Are Winning the Battle of Ideas, but Could Still Lose the War	1
Document of the Week: Trump’s Mistake Reminds the World of This 47-Year-Old Pact	1
Economic Democracy, If We Can Keep It	1
Federal judge in Oregon to issue temporary injunction blocking 'gag rule' on abortion referrals	1
Fiat Chrysler proposes €33bn merger with Renault	1
Five things you didn’t know about Elton John	1
Fiverr's stock extends gains after debut, is now trading 36% above its $21 IPO price	1
Freedom of Religion Doesn’t Cut It	1
Glenn Greenwald: Chelsea Manning's Refusal to Testify Against WikiLeaks Will Help Save Press Freedom	1
God have mercy on us all	1
Government Control Turns Schools into Partisan Battlegrounds	1
Here’s what Mayor Pete gets right on foreign policy	1
I Need a Moment of Your Time	1
In Case You Missed It: Bubbles, babies and celebrity horses	1
Iranian Proxies Play A Key Role In Trump's Hawks Push For Armed Conflict	1
Jake Tapper laughs in Pence’s face: ‘We don’t have the cleanest air and water in the world’	1
Justin Amash and the Libertarian Future	1
Kamala Harris Reveals Why She Could Be Deadly	1
Liz Cheney: Ocasio-Cortez ‘Ought to Go Thank’ Crenshaw for Defending Her Freedom	1
Meet the 'warts and all' wedding photographer	1
Michael Cohen claims he's given federal prosecutors new evidence of Trump-related crimes	1
Morocco claims success in slowing migrant voyages to Europe	1
